event_id,customer_id,event_type,event_timestamp,page_url,session_id,device_type,browser
EVT0000000068,CUST000973,click,2026-02-09 19:18:19,/products/470,SESS00000196,Tablet,Chrome
EVT0000000069,CUST001769,add_to_cart,2026-01-21 11:34:44,/products/106,SESS00003865,Mobile,Safari
EVT0000000070,CUST000195,login,2026-01-22 03:45:22,/products/87,SESS00001150,Desktop,Edge
EVT0000000071,CUST000315,login,2026-02-02 07:23:56,/products/24,SESS00003872,Mobile,Edge
EVT0000000072,CUST001461,checkout,2026-02-04 07:05:07,/products/391,SESS00001578,Tablet,Firefox
EVT0000000073,CUST000209,page_view,2026-01-16 15:37:06,/products/218,SESS00004539,Desktop,Edge
EVT0000000074,CUST000225,click,2026-01-15 19:39:38,/products/160,SESS00002002,Tablet,Edge
EVT0000000075,CUST001488,checkout,2026-02-04 10:46:12,/products/401,SESS00004556,Tablet,Firefox
EVT0000000076,CUST001422,login,2026-01-26 04:52:34,/products/397,SESS00000571,Tablet,Edge
EVT0000000077,CUST001382,click,2026-01-31 03:13:12,/products/375,SESS00001211,Mobile,Firefox
EVT0000000078,CUST000221,click,2026-01-30 00:42:06,/products/19,SESS00004571,Desktop,Firefox
EVT0000000079,CUST000542,click,2026-01-25 15:26:02,/products/105,SESS00003304,Desktop,Firefox
EVT0000000080,CUST000283,purchase,2026-02-08 00:16:57,/products/282,SESS00002519,Tablet,Chrome
EVT0000000081,CUST001830,click,2026-02-08 02:42:47,/products/93,SESS00001963,Tablet,Edge
EVT0000000082,CUST000396,login,2026-01-27 13:58:16,/products/39,SESS00003078,Mobile,Edge
EVT0000000083,CUST000630,click,2026-01-23 04:06:05,/products/205,SESS00003706,Desktop,Edge
EVT0000000084,CUST001026,checkout,2026-02-09 21:18:38,/products/474,SESS00001951,Desktop,Chrome
EVT0000000085,CUST001448,purchase,2026-02-12 23:01:55,/products/32,SESS00004855,Mobile,Edge
EVT0000000086,CUST000322,page_view,2026-02-01 09:28:24,/products/380,SESS00001319,Desktop,Firefox
EVT0000000087,CUST001059,purchase,2026-02-04 06:59:44,/products/469,SESS00002978,Mobile,Chrome
EVT0000000088,CUST001385,login,2026-02-06 10:30:08,/products/29,SESS00004290,Tablet,Edge
EVT0000000089,CUST000971,add_to_cart,2026-02-08 09:57:46,/products/88,SESS00004537,Mobile,Edge
EVT0000000090,CUST001608,add_to_cart,2026-01-18 23:39:26,/products/206,SESS00003342,Desktop,Safari
EVT0000000091,CUST001417,checkout,2026-02-05 08:36:35,/products/367,SESS00000046,Tablet,Chrome
EVT0000000092,CUST000279,login,2026-01-30 05:15:42,/products/100,SESS00002400,Mobile,Safari
EVT0000000093,CUST001432,click,2026-02-12 06:49:34,/products/159,SESS00001578,Mobile,Chrome
EVT0000000094,CUST001573,purchase,2026-01-18 10:38:28,/products/270,SESS00004226,Mobile,Firefox
EVT0000000095,CUST001515,click,2026-02-01 06:24:20,/products/385,SESS00004487,Desktop,Firefox
EVT0000000096,CUST000911,page_view,2026-01-23 20:21:24,/products/379,SESS00004188,Mobile,Safari
EVT0000000097,CUST000968,page_view,2026-02-06 22:26:12,/products/336,SESS00000684,Tablet,Safari
EVT0000000098,CUST001014,click,2026-01-25 07:04:10,/products/442,SESS00002896,Tablet,Firefox
EVT0000000099,CUST000106,login,2026-01-28 22:54:30,/products/212,SESS00001278,Mobile,Firefox
EVT0000000100,CUST000183,page_view,2026-01-27 13:27:13,/products/441,SESS00004771,Mobile,Firefox
EVT0000000101,CUST000160,click,2026-01-31 12:48:14,/products/44,SESS00001966,Desktop,Safari
EVT0000000102,CUST001487,page_view,2026-02-01 02:32:24,/products/426,SESS00003973,Desktop,Firefox
EVT0000000103,CUST000142,login,2026-01-16 12:25:01,/products/309,SESS00002433,Mobile,Safari
EVT0000000104,CUST001462,page_view,2026-02-02 10:46:27,/products/244,SESS00002167,Mobile,Safari
EVT0000000105,CUST001418,click,2026-02-04 01:35:43,/products/17,SESS00001380,Tablet,Edge
EVT0000000106,CUST000470,login,2026-01-19 14:05:41,/products/209,SESS00000204,Tablet,Safari
EVT0000000107,CUST000314,click,2026-01-29 01:43:25,/products/143,SESS00000311,Mobile,Chrome
EVT0000000108,CUST000030,purchase,2026-01-16 00:02:17,/products/318,SESS00002741,Tablet,Safari
EVT0000000109,CUST000550,logout,2026-02-01 04:20:03,/products/476,SESS00003092,Desktop,Chrome
EVT0000000110,CUST000235,page_view,2026-01-22 17:18:06,/products/425,SESS00002826,Mobile,Chrome
EVT0000000111,CUST001011,checkout,2026-02-13 02:09:11,/products/120,SESS00001721,Mobile,Edge
EVT0000000112,CUST001634,login,2026-02-03 03:09:16,/products/207,SESS00000048,Mobile,Edge
EVT0000000113,CUST001994,page_view,2026-01-31 06:43:10,/products/438,SESS00003281,Desktop,Edge
EVT0000000114,CUST001317,page_view,2026-01-29 19:01:22,/products/251,SESS00001615,Mobile,Edge
EVT0000000115,CUST001846,login,2026-01-26 21:59:34,/products/437,SESS00004358,Mobile,Chrome
EVT0000000116,CUST000773,click,2026-02-12 15:00:29,/products/46,SESS00002535,Tablet,Safari
EVT0000000117,CUST000662,add_to_cart,2026-01-20 14:19:47,/products/76,SESS00004957,Mobile,Firefox
EVT0000000118,CUST000835,purchase,2026-02-03 10:56:27,/products/253,SESS00002884,Mobile,Edge
EVT0000000119,CUST000493,logout,2026-02-02 05:21:40,/products/172,SESS00001491,Desktop,Edge
EVT0000000120,CUST001938,click,2026-01-18 16:02:15,/products/196,SESS00002692,Desktop,Firefox
EVT0000000121,CUST001908,login,2026-02-09 18:26:45,/products/131,SESS00002853,Tablet,Safari
EVT0000000122,CUST000084,purchase,2026-01-17 03:45:10,/products/447,SESS00000773,Tablet,Safari
EVT0000000123,CUST000178,page_view,2026-02-11 13:31:56,/products/21,SESS00003306,Tablet,Chrome
EVT0000000124,CUST001208,checkout,2026-02-11 02:22:22,/products/277,SESS00002178,Tablet,Safari
EVT0000000125,CUST001737,checkout,2026-02-02 04:42:14,/products/411,SESS00003731,Tablet,Firefox
EVT0000000126,CUST000462,page_view,2026-01-24 00:38:46,/products/52,SESS00002453,Mobile,Firefox
EVT0000000127,CUST000314,click,2026-01-19 18:21:34,/products/98,SESS00002085,Mobile,Chrome
EVT0000000128,CUST000740,click,2026-01-21 03:11:21,/products/364,SESS00000873,Tablet,Safari
EVT0000000129,CUST001564,purchase,2026-02-10 03:10:42,/products/118,SESS00002940,Tablet,Chrome
EVT0000000130,CUST001803,checkout,2026-02-10 07:05:15,/products/290,SESS00002938,Tablet,Chrome
EVT0000000131,CUST001750,purchase,2026-01-17 22:23:29,/products/473,SESS00001996,Desktop,Safari
EVT0000000132,CUST001292,checkout,2026-01-28 19:30:30,/products/273,SESS00000645,Desktop,Firefox
EVT0000000133,CUST000557,click,2026-02-04 21:33:18,/products/458,SESS00004742,Tablet,Chrome
EVT0000000134,CUST001585,click,2026-02-05 02:42:53,/products/28,SESS00002395,Desktop,Safari
EVT0000000135,CUST000394,checkout,2026-01-18 15:20:41,/products/225,SESS00002585,Tablet,Firefox
EVT0000000136,CUST001569,add_to_cart,2026-01-27 03:18:00,/products/284,SESS00001207,Mobile,Chrome
EVT0000000137,CUST001986,page_view,2026-02-07 17:03:03,/products/90,SESS00004156,Tablet,Safari
EVT0000000138,CUST000673,logout,2026-01-21 12:37:37,/products/244,SESS00002412,Mobile,Edge
EVT0000000139,CUST001160,checkout,2026-01-16 05:11:44,/products/498,SESS00001577,Tablet,Edge
EVT0000000140,CUST000805,checkout,2026-02-11 21:26:43,/products/143,SESS00001876,Desktop,Safari
EVT0000000141,CUST001340,page_view,2026-01-31 00:32:11,/products/223,SESS00004146,Mobile,Chrome
EVT0000000142,CUST000768,add_to_cart,2026-02-13 14:16:29,/products/312,SESS00001932,Tablet,Edge
EVT0000000143,CUST000145,click,2026-02-13 06:55:56,/products/362,SESS00000177,Mobile,Chrome
EVT0000000144,CUST001724,logout,2026-02-13 13:28:16,/products/133,SESS00001569,Tablet,Firefox
EVT0000000145,CUST001989,login,2026-01-20 23:04:04,/products/311,SESS00002549,Tablet,Firefox
EVT0000000146,CUST001124,page_view,2026-01-18 10:33:01,/products/216,SESS00003253,Tablet,Chrome
EVT0000000147,CUST001574,page_view,2026-01-27 07:38:40,/products/497,SESS00000070,Tablet,Edge
EVT0000000148,CUST001486,checkout,2026-01-14 15:13:36,/products/296,SESS00000625,Mobile,Safari
EVT0000000149,CUST000835,login,2026-02-02 07:53:01,/products/25,SESS00000565,Tablet,Edge
EVT0000000150,CUST001682,add_to_cart,2026-01-28 05:15:04,/products/226,SESS00002075,Mobile,Edge
EVT0000000151,CUST000725,page_view,2026-01-24 08:03:35,/products/62,SESS00004770,Mobile,Chrome
EVT0000000152,CUST001815,login,2026-01-21 01:15:55,/products/69,SESS00004343,Tablet,Chrome
EVT0000000153,CUST000774,page_view,2026-01-22 01:15:46,/products/224,SESS00002902,Desktop,Safari
EVT0000000154,CUST001247,login,2026-01-26 04:02:57,/products/198,SESS00003086,Desktop,Firefox
EVT0000000155,CUST001923,purchase,2026-02-11 21:38:00,/products/66,SESS00004016,Mobile,Safari
EVT0000000156,CUST000479,logout,2026-01-18 10:11:17,/products/82,SESS00002877,Desktop,Chrome
EVT0000000157,CUST001065,checkout,2026-01-21 03:36:52,/products/155,SESS00000663,Tablet,Edge
EVT0000000158,CUST001230,login,2026-02-09 00:13:44,/products/477,SESS00004793,Tablet,Firefox
EVT0000000159,CUST001308,purchase,2026-02-11 01:07:11,/products/144,SESS00003640,Mobile,Edge
EVT0000000160,CUST001385,add_to_cart,2026-01-21 03:23:17,/products/416,SESS00000179,Tablet,Chrome
EVT0000000161,CUST000952,checkout,2026-01-19 23:53:17,/products/65,SESS00002174,Mobile,Safari
EVT0000000162,CUST000066,page_view,2026-01-26 14:50:03,/products/119,SESS00002443,Mobile,Safari
EVT0000000163,CUST000301,purchase,2026-02-07 03:07:44,/products/431,SESS00003363,Tablet,Chrome
EVT0000000164,CUST000217,page_view,2026-01-17 15:54:06,/products/458,SESS00003695,Mobile,Firefox
EVT0000000165,CUST001771,click,2026-01-30 03:27:40,/products/426,SESS00002448,Desktop,Safari
EVT0000000166,CUST001919,checkout,2026-01-22 23:23:48,/products/261,SESS00003904,Tablet,Chrome
EVT0000000167,CUST000551,logout,2026-02-05 13:47:01,/products/472,SESS00002822,Tablet,Safari
EVT0000000168,CUST001183,purchase,2026-01-23 19:39:16,/products/301,SESS00001402,Mobile,Edge
EVT0000000169,CUST000360,checkout,2026-01-30 14:11:17,/products/422,SESS00002204,Desktop,Edge
EVT0000000170,CUST000839,page_view,2026-01-18 07:01:24,/products/422,SESS00000753,Mobile,Edge
EVT0000000171,CUST000524,page_view,2026-01-19 16:31:35,/products/495,SESS00001454,Tablet,Edge
EVT0000000172,CUST000572,add_to_cart,2026-01-15 19:33:21,/products/34,SESS00003337,Tablet,Chrome
EVT0000000173,CUST000921,add_to_cart,2026-01-31 00:55:51,/products/16,SESS00001836,Desktop,Safari
EVT0000000174,CUST001783,click,2026-02-09 02:30:29,/products/277,SESS00002898,Tablet,Firefox
EVT0000000175,CUST001809,page_view,2026-02-03 23:03:15,/products/69,SESS00000829,Desktop,Safari
EVT0000000176,CUST000845,add_to_cart,2026-02-09 21:19:18,/products/30,SESS00003940,Tablet,Firefox
EVT0000000177,CUST000370,checkout,2026-01-18 05:05:44,/products/212,SESS00001753,Desktop,Firefox
EVT0000000178,CUST001510,purchase,2026-02-12 16:29:50,/products/277,SESS00004999,Tablet,Firefox
EVT0000000179,CUST001709,page_view,2026-01-24 03:23:32,/products/338,SESS00000602,Desktop,Safari
EVT0000000180,CUST001403,logout,2026-02-12 22:08:49,/products/344,SESS00004002,Mobile,Chrome
EVT0000000181,CUST001499,click,2026-02-02 20:53:45,/products/382,SESS00004855,Desktop,Safari
EVT0000000182,CUST001035,purchase,2026-01-28 00:21:47,/products/396,SESS00002955,Mobile,Firefox
EVT0000000183,CUST001877,page_view,2026-02-01 11:45:44,/products/441,SESS00003754,Mobile,Safari
EVT0000000184,CUST000590,logout,2026-01-31 09:17:54,/products/306,SESS00004625,Tablet,Edge
EVT0000000185,CUST001331,purchase,2026-01-25 09:44:02,/products/180,SESS00004420,Desktop,Edge
EVT0000000186,CUST000556,checkout,2026-02-02 10:52:48,/products/370,SESS00003232,Mobile,Edge
EVT0000000187,CUST000174,checkout,2026-01-27 05:03:02,/products/262,SESS00000943,Mobile,Firefox
EVT0000000188,CUST000344,add_to_cart,2026-02-03 02:39:46,/products/349,SESS00001278,Mobile,Firefox
EVT0000000189,CUST001519,add_to_cart,2026-01-25 10:58:35,/products/412,SESS00003171,Mobile,Edge
EVT0000000190,CUST001099,page_view,2026-02-03 16:02:05,/products/50,SESS00004295,Tablet,Edge
EVT0000000191,CUST001397,page_view,2026-02-09 00:58:42,/products/3,SESS00003485,Desktop,Firefox
EVT0000000192,CUST000460,checkout,2026-02-04 04:45:36,/products/481,SESS00000865,Mobile,Safari
EVT0000000193,CUST000128,logout,2026-02-02 07:25:54,/products/359,SESS00004590,Tablet,Edge
EVT0000000194,CUST000673,checkout,2026-01-18 23:33:39,/products/279,SESS00002801,Desktop,Edge
EVT0000000195,CUST001746,checkout,2026-02-11 18:56:39,/products/96,SESS00003135,Desktop,Chrome
EVT0000000196,CUST001928,logout,2026-01-31 22:10:48,/products/411,SESS00002404,Mobile,Safari
EVT0000000197,CUST000970,login,2026-01-28 01:15:18,/products/274,SESS00000018,Tablet,Firefox
EVT0000000198,CUST000881,logout,2026-01-24 03:46:01,/products/135,SESS00002438,Desktop,Firefox
EVT0000000199,CUST001927,page_view,2026-01-31 01:20:43,/products/7,SESS00000369,Tablet,Safari
EVT0000000200,CUST001221,purchase,2026-02-04 23:50:50,/products/189,SESS00002602,Desktop,Firefox
EVT0000000201,CUST001961,add_to_cart,2026-01-30 01:46:53,/products/133,SESS00000136,Mobile,Edge
EVT0000000202,CUST001663,purchase,2026-02-10 05:04:17,/products/257,SESS00003366,Desktop,Safari
EVT0000000203,CUST001530,add_to_cart,2026-02-02 05:28:22,/products/391,SESS00002759,Desktop,Chrome
EVT0000000204,CUST001325,add_to_cart,2026-02-03 22:55:46,/products/238,SESS00001718,Mobile,Edge
EVT0000000205,CUST000259,checkout,2026-01-22 18:37:27,/products/264,SESS00001674,Tablet,Chrome
EVT0000000206,CUST000034,logout,2026-01-16 09:50:02,/products/291,SESS00004243,Desktop,Edge
EVT0000000207,CUST001892,page_view,2026-02-13 10:09:21,/products/268,SESS00002672,Desktop,Safari
EVT0000000208,CUST000242,logout,2026-01-31 05:30:56,/products/38,SESS00002101,Desktop,Safari
EVT0000000209,CUST001693,page_view,2026-01-18 21:48:22,/products/223,SESS00001649,Mobile,Safari
EVT0000000210,CUST000456,add_to_cart,2026-02-10 14:00:49,/products/260,SESS00002721,Tablet,Safari
EVT0000000211,CUST001170,purchase,2026-01-24 16:29:21,/products/126,SESS00001583,Desktop,Edge
EVT0000000212,CUST001304,logout,2026-01-23 21:20:29,/products/351,SESS00000233,Desktop,Safari
EVT0000000213,CUST001084,checkout,2026-02-01 12:59:58,/products/258,SESS00001079,Mobile,Edge
EVT0000000214,CUST000773,checkout,2026-01-25 12:08:39,/products/31,SESS00004435,Mobile,Firefox
EVT0000000215,CUST001761,click,2026-01-18 10:22:26,/products/308,SESS00002645,Desktop,Firefox
EVT0000000216,CUST000645,login,2026-02-10 08:01:21,/products/310,SESS00000206,Mobile,Firefox
EVT0000000217,CUST000595,purchase,2026-02-05 07:17:17,/products/354,SESS00003252,Tablet,Firefox
EVT0000000218,CUST001513,logout,2026-01-17 20:19:44,/products/426,SESS00004669,Tablet,Safari
EVT0000000219,CUST001090,login,2026-01-26 16:59:20,/products/173,SESS00004087,Mobile,Edge
EVT0000000220,CUST001082,checkout,2026-02-12 12:26:14,/products/187,SESS00002406,Mobile,Safari
EVT0000000221,CUST000713,page_view,2026-02-11 23:56:27,/products/242,SESS00001797,Tablet,Chrome
EVT0000000222,CUST001311,checkout,2026-01-21 07:56:35,/products/333,SESS00004303,Tablet,Safari
EVT0000000223,CUST001511,page_view,2026-01-14 20:11:49,/products/445,SESS00004668,Mobile,Edge
EVT0000000224,CUST000116,add_to_cart,2026-02-02 05:14:56,/products/72,SESS00002576,Mobile,Edge
EVT0000000225,CUST001334,page_view,2026-02-11 04:27:21,/products/280,SESS00001100,Mobile,Edge
EVT0000000226,CUST000695,click,2026-01-29 16:26:31,/products/499,SESS00002300,Tablet,Edge
EVT0000000227,CUST000136,click,2026-01-26 00:12:08,/products/51,SESS00002453,Desktop,Safari
EVT0000000228,CUST001978,add_to_cart,2026-01-29 14:41:43,/products/212,SESS00003645,Mobile,Safari
EVT0000000229,CUST001944,add_to_cart,2026-02-07 21:11:45,/products/2,SESS00002683,Tablet,Firefox
EVT0000000230,CUST001170,page_view,2026-02-11 17:44:45,/products/244,SESS00003955,Tablet,Chrome
EVT0000000231,CUST001885,click,2026-01-21 08:41:21,/products/352,SESS00000792,Tablet,Edge
EVT0000000232,CUST001953,login,2026-01-20 20:31:48,/products/234,SESS00001221,Tablet,Chrome
EVT0000000233,CUST001375,login,2026-01-26 01:30:14,/products/432,SESS00000793,Mobile,Safari
EVT0000000234,CUST000106,login,2026-01-26 12:55:55,/products/392,SESS00003167,Desktop,Safari
EVT0000000235,CUST000317,page_view,2026-02-04 01:28:00,/products/318,SESS00004436,Tablet,Safari
EVT0000000236,CUST000966,click,2026-02-02 09:50:05,/products/79,SESS00002956,Desktop,Edge
EVT0000000237,CUST000848,checkout,2026-02-05 12:15:34,/products/237,SESS00002660,Tablet,Edge
EVT0000000238,CUST000883,add_to_cart,2026-02-02 07:49:00,/products/164,SESS00003814,Desktop,Safari
EVT0000000239,CUST000357,purchase,2026-02-12 23:18:15,/products/442,SESS00003098,Tablet,Safari
EVT0000000240,CUST001910,checkout,2026-01-25 13:17:19,/products/4,SESS00003633,Desktop,Edge
EVT0000000241,CUST000304,add_to_cart,2026-01-30 10:12:27,/products/137,SESS00002375,Tablet,Edge
EVT0000000242,CUST000053,add_to_cart,2026-01-23 03:25:59,/products/124,SESS00001296,Desktop,Safari
EVT0000000243,CUST000883,login,2026-01-27 15:58:42,/products/350,SESS00004355,Mobile,Safari
EVT0000000244,CUST001721,purchase,2026-01-27 18:27:56,/products/486,SESS00002223,Tablet,Edge
EVT0000000245,CUST000579,page_view,2026-01-25 19:15:11,/products/217,SESS00004650,Tablet,Edge
EVT0000000246,CUST000905,purchase,2026-01-26 04:08:20,/products/65,SESS00000814,Mobile,Edge
EVT0000000247,CUST001686,click,2026-01-17 21:04:14,/products/425,SESS00000948,Mobile,Firefox
EVT0000000248,CUST000868,login,2026-02-01 07:25:02,/products/146,SESS00001744,Mobile,Safari
EVT0000000249,CUST001497,checkout,2026-02-08 05:10:58,/products/174,SESS00000222,Mobile,Safari
EVT0000000250,CUST000507,add_to_cart,2026-01-20 18:47:52,/products/335,SESS00004268,Desktop,Chrome
EVT0000000251,CUST000790,checkout,2026-01-15 07:28:27,/products/246,SESS00002076,Desktop,Firefox
EVT0000000252,CUST001096,purchase,2026-02-05 13:42:54,/products/454,SESS00004138,Mobile,Edge
EVT0000000253,CUST001493,page_view,2026-01-26 00:49:13,/products/93,SESS00002509,Desktop,Safari
EVT0000000254,CUST000814,purchase,2026-02-13 05:36:21,/products/406,SESS00003138,Desktop,Edge
EVT0000000255,CUST000531,purchase,2026-02-12 23:24:40,/products/204,SESS00002209,Tablet,Firefox
EVT0000000256,CUST001711,purchase,2026-01-27 10:01:17,/products/32,SESS00004434,Tablet,Firefox
EVT0000000257,CUST000473,checkout,2026-02-10 12:43:07,/products/38,SESS00001229,Desktop,Chrome
EVT0000000258,CUST000667,add_to_cart,2026-02-13 13:56:14,/products/441,SESS00002539,Mobile,Chrome
EVT0000000259,CUST001801,click,2026-02-05 14:03:26,/products/83,SESS00004368,Mobile,Edge
EVT0000000260,CUST000469,add_to_cart,2026-01-23 09:15:39,/products/204,SESS00003955,Tablet,Edge
EVT0000000261,CUST000606,click,2026-02-04 15:18:19,/products/59,SESS00000924,Tablet,Chrome
EVT0000000262,CUST000111,purchase,2026-01-24 20:36:36,/products/361,SESS00000509,Desktop,Chrome
EVT0000000263,CUST000109,page_view,2026-02-08 09:17:09,/products/310,SESS00002458,Mobile,Safari
EVT0000000264,CUST001006,click,2026-02-04 22:54:46,/products/45,SESS00003119,Mobile,Firefox
EVT0000000265,CUST001282,add_to_cart,2026-02-04 07:30:19,/products/109,SESS00000521,Desktop,Safari
EVT0000000266,CUST000882,checkout,2026-02-07 23:38:07,/products/58,SESS00003814,Mobile,Edge
EVT0000000267,CUST001128,checkout,2026-02-09 15:23:09,/products/38,SESS00001591,Tablet,Safari
